,loss,accuracy,val_loss,val_accuracy,lr
0,1.3520227670669556,0.5375118851661682,1.796064019203186,0.2905983030796051,1e-04
1,0.9932287335395813,0.6528964638710022,2.0693042278289795,0.29487180709838867,1e-04
2,1.0011805295944214,0.6676163077354431,1.9290580749511719,0.29487180709838867,1e-04
3,0.894371747970581,0.6851851940155029,1.4095717668533325,0.4159544110298157,1e-04
4,0.7975828051567078,0.724596381187439,1.0172104835510254,0.5584045648574829,1e-04
5,0.7681018114089966,0.7383665442466736,0.8792988061904907,0.5968660712242126,1e-04
6,0.8702356815338135,0.7179487347602844,1.0174120664596558,0.6111111044883728,1e-04
7,0.7842269539833069,0.7203229069709778,0.8342844843864441,0.6096866130828857,1e-04
8,0.7047231793403625,0.7507122755050659,0.6138272285461426,0.7407407164573669,1e-04
9,0.7122154831886292,0.7597340941429138,1.026839017868042,0.6225070953369141,1e-04
10,0.6615819931030273,0.7711300849914551,0.9094764590263367,0.6452991366386414,1e-04
11,0.554058849811554,0.7830009460449219,0.7639868855476379,0.6994302272796631,1e-04
12,0.5557372570037842,0.7763532996177673,0.6770234107971191,0.7165242433547974,1e-04
13,0.5177544355392456,0.7867996096611023,0.45213496685028076,0.7991452813148499,1e-04
14,0.43686193227767944,0.8086419701576233,0.4582212567329407,0.8005697727203369,1e-04
15,0.47020456194877625,0.8148148059844971,0.7629774212837219,0.7122507095336914,1e-04
16,0.4799599349498749,0.8157644867897034,0.37359654903411865,0.8490028381347656,1e-04
17,0.46078935265541077,0.8205128312110901,0.6439915895462036,0.7649572491645813,1e-04
18,0.4082472324371338,0.8395061492919922,0.3255860209465027,0.8618233799934387,1e-04
19,0.4480558931827545,0.8200379610061646,0.5114935636520386,0.8276353478431702,1e-04
20,0.3719049394130707,0.845678985118866,0.7605063319206238,0.7663817405700684,1e-04
21,0.38408470153808594,0.8385565280914307,0.6212251782417297,0.7962962985038757,1e-04
22,0.3677917718887329,0.8452041745185852,0.447038859128952,0.8290598392486572,1e-04
23,0.33576881885528564,0.8594492077827454,0.5490881204605103,0.7735042572021484,1e-04
24,0.3016189932823181,0.8822411894798279,0.28284427523612976,0.8903133869171143,5e-05
25,0.2690359354019165,0.8841405510902405,0.18994560837745667,0.9145299196243286,5e-05
26,0.24708741903305054,0.8855650424957275,0.20861394703388214,0.9017093777656555,5e-05
27,0.23334932327270508,0.9045584201812744,0.20261791348457336,0.9102563858032227,5e-05
28,0.22998569905757904,0.9031339287757874,0.2149442583322525,0.9059829115867615,5e-05
29,0.24032291769981384,0.8983855843544006,0.2530912160873413,0.8945869207382202,5e-05
30,0.2100486010313034,0.916904091835022,0.27203860878944397,0.878917396068573,5e-05
31,0.1958753913640976,0.9221272468566895,0.15338671207427979,0.9358974099159241,2.5e-05
32,0.1747158020734787,0.9273504018783569,0.10071367770433426,0.9544159770011902,2.5e-05
33,0.1437227427959442,0.9373219609260559,0.09926612675189972,0.9558404684066772,2.5e-05
34,0.13658417761325836,0.9515669345855713,0.14023299515247345,0.9358974099159241,2.5e-05
35,0.14023321866989136,0.9430199265480042,0.10712745785713196,0.9544159770011902,2.5e-05
36,0.11901240795850754,0.9520418047904968,0.0908016487956047,0.9558404684066772,2.5e-05
37,0.16286110877990723,0.9311491250991821,0.1478388011455536,0.938746452331543,2.5e-05
38,0.13817098736763,0.9487179517745972,0.10041282325983047,0.9586894512176514,2.5e-05
39,0.12451981753110886,0.954890787601471,0.09939640760421753,0.9544159770011902,2.5e-05
40,0.13424059748649597,0.9468185901641846,0.10237232595682144,0.9572649598121643,2.5e-05
41,0.13524658977985382,0.954890787601471,0.11427724361419678,0.9558404684066772,2.5e-05
42,0.10239002108573914,0.9648622870445251,0.14466345310211182,0.9487179517745972,1.25e-05
43,0.0977235734462738,0.9601139426231384,0.08925891667604446,0.9615384340286255,1.25e-05
44,0.09845036268234253,0.9610636234283447,0.06851911544799805,0.9629629850387573,1.25e-05
45,0.0871988907456398,0.9672364592552185,0.03514740988612175,0.9971510171890259,1.25e-05
46,0.09806787222623825,0.9629629850387573,0.052277572453022,0.9843304753303528,1.25e-05
47,0.0758061632514,0.9715099930763245,0.04129442945122719,0.9857549667358398,1.25e-05
48,0.08092018961906433,0.9710351228713989,0.05131018906831741,0.9814814925193787,1.25e-05
49,0.11569923907518387,0.9577397704124451,0.06519602239131927,0.9772079586982727,1.25e-05
